doy,temp_max_clim,temp_min_clim,dtr_clim,dtr_clearsky,et0_clim,p_wet_clim,amount_clim,outflow_clim
251,35.288067329881166,26.399606023235037,8.888461306646139,12.91290733547091,,0.0017118894112453514,2.4311896192111906,142824.49842453722
252,35.23241744418014,26.346613813033827,8.885803631146329,12.910249659971102,,0.0019431067127503622,2.492936073964978,144592.8248004587
253,35.174112955187745,26.292103330199772,8.882009624987985,12.906455653812754,,0.0022041427175124445,2.554768590264438,146411.5176417661
254,35.1131197408529,26.236077705742613,8.877042035110293,12.901488063935066,,0.002496867450709917,2.6167008956574223,148278.7958388072
255,35.049405316334195,26.178539130035308,8.870866186298905,12.895312215123674,,0.0028231596865253943,2.6787500926531966,150192.8403148887
256,34.982938929146144,26.11948887369345,8.863450055452708,12.887896084277477,,0.003184902693231389,2.7409365386746374,152151.7996882943
257,34.91369165230283,26.05892731280091,8.85476433950193,12.879210368326701,,0.0035839799172604388,2.803283715221227,154153.79601454796
258,34.84163647526478,25.99685395842548,8.844782516839313,12.869228545664084,,0.004022270615754737,2.8658180866397958,156196.9305912735
259,34.76674839249831,25.93326749035574,8.833480902142586,12.857926930967357,,0.00450164544727163,2.928568948929655,158279.2898078188
260,34.68900448946109,25.868165794978058,8.820838694483045,12.845284723307817,,0.005023962030475811,2.9915682690369496,160398.95102167118
261,34.60838402583235,25.80154600720044,8.806838018631924,12.831284047456695,,0.005591060480784444,3.054850515120361,162553.98844360822
262,34.52486851581117,25.733404556317918,8.79146395949326,12.815909988318031,,0.00620475893503784,3.118452478295794,164742.4790134937
263,34.43844180531173,25.663737215702554,8.77470458960919,12.799150618433961,,0.00686684907435615,3.182413086392296,166962.50824864442
264,34.349090145890486,25.592539156189666,8.75655098970083,12.780997018525602,,0.007579091655399666,3.2467732102741347,169212.17604676491
265,34.2568022652461,25.51980500302086,8.736997262225252,12.761443291050025,,0.008343212060288076,3.3115754633054397,171489.602425564
266,34.161569434140056,25.445528896193697,8.716040537946373,12.740486566771144,,0.009160895875441995,3.376863994553414,173792.93318134185
267,34.06338552959226,25.36970455405738,8.693680975534898,12.718127004359669,,0.010033784509598367,3.4426842763444663,176120.34544905578
268,33.96224709421368,25.29232533998411,8.669921754229582,12.694367783054354,,0.010963470861207521,3.5090828868036783,178470.05314664496
269,33.85815339154525,25.213384331936005,8.644769059609251,12.669215088434022,,0.011951495045359075,3.5761072880230835,180840.31228671683
270,33.751106457280535,25.132874394738746,8.6182320625418,12.642678091366571,,0.0129993401902895,3.6438056005166906,183229.42613906524
271,33.64111114625736,25.050788254864194,8.590322891393171,12.614768920217942,,0.014108428313413385,3.712226374631604,185635.75022790875
272,33.52817517511227,24.96711857751661,8.561056597595673,12.585502626420444,,0.015280116286678852,3.78141835959363,188057.69714819957
273,33.412309160500385,24.88185804580925,8.53045111469115,12.554897143515921,,0.016515691900883152,3.8514302708729833,190493.7411858624
274,33.29352665279172,24.794999441811466,8.498527210980269,12.52297323980504,,0.017816370038399865,3.922310556561445,192942.4227273738
275,33.17184416516439,24.70653572923982,8.465308435924578,12.48975446474935,,0.019183288963555464,3.994107163455575,195402.3524446864
276,33.0472811980243,24.616460137561283,8.43082106046303,12.455267089287801,,0.020617506739658602,4.066867303542249,197872.2152421359
277,32.91986025869013,24.52476624727107,8.395094011419076,12.419540040243847,,0.02211999778143169,4.140637221582608,200350.77395264464
278,32.78960687629208,24.43144807610356,8.35815880018853,12.382604829013301,,0.023691649551311374,4.215461964488014,202836.8727712413
279,32.656549611842344,24.33650016593049,8.320049445911861,12.344495474736632,,0.02533325940778863,4.291385153177661,205329.4404146651
280,32.52072006344516,24.23991767009767,8.280802393347502,12.305248422172273,,0.027045531613636244,4.368448757601266,207827.49299659973
281,32.38215286662391,24.14169644094886,8.240456425675063,12.264902454499834,,0.028829074511530536,4.446692875602261,210330.1366088892
282,32.24088568975241,24.04183311728334,8.19905257246908,12.223498601293851,,0.030684397874218387,4.526155516287235,212836.5695999293
283,32.096959224587906,23.940325211493004,8.156634013094916,12.181080041919687,,0.032611910435997545,4.606872388555386,215346.08454228818
284,31.95041717191247,23.837171196123656,8.113245975788827,12.137692004613598,,0.03461191761188922,4.688876695428524,217858.06988250016
285,31.801306222299658,23.732370589605853,8.068935632693817,12.093381661518587,,0.03668461941046656,4.772198934806612,220372.0112668864
286,31.649676032033195,23.62592404090135,8.023751991131864,12.048198019956635,,0.03883010854587709,4.856866707256873,222887.49253818087
287,31.495579194213725,23.51783341281255,7.977745781401187,12.002191810225959,,0.04104836875415872,4.9429045314258415,225404.1963986914
288,31.339071205099593,23.408101863704918,7.93096934139469,11.955415370219459,,0.04333927331849263,5.030333667643202,227921.9047366788
289,31.18021042573716,23.296733927394936,7.883476498342238,11.90792252716701,,0.04570258380756939,5.119171950264287,230440.49861360973
290,31.019058038945158,23.18373559095992,7.835322447985245,11.859768476810014,,0.048137949030772606,5.209433629274783,232959.95791091898
291,30.85567800172722,23.069114370230206,7.786563631497026,11.811009660321798,,0.050644904213390254,5.301129221655878,235480.3606358982
292,30.690136993195477,22.952879382729037,7.737257610466455,11.761703639291225,,0.05322287039457643,5.394265372982088,238001.88188732124
293,30.522504358097034,22.83504141783123,7.687462940265819,11.71190896909059,,0.055871154050275255,5.488844729695855,240524.7924823978
294,30.352852046043715,22.71561300391756,7.637239042126162,11.661685070950933,,0.058588946942818215,5.584865822474502,243049.45724764172
295,30.181254546554005,22.594608472308938,7.586646074245082,11.611092103069852,,0.06137532619838271,5.682322961074451,245576.33297721203
296,30.007788820023915,22.47204401777138,7.535744802252546,11.560190831077318,,0.06422925461299366,5.781206141006942,248105.96606326968
297,29.832534224751722,22.347937755391335,7.484596469360398,11.50904249818517,,0.06714958118721634,5.881500962366586,250638.9898038429
298,29.655572440148816,22.222309773628776,7.4332626665200525,11.457708695344824,,0.07013504188918177,5.983188561101504,253176.12139465802
299,29.476987386276353,22.09518218336511,7.381805202911252,11.406251231736023,,0.07318426064505217,6.0862455529792525,255718.15861231464
300,29.29686513985405,21.96657916277206,7.330285977081997,11.354732005906769,,0.07629575055552625,6.190643990468372,258265.97619711078
